dataset,target,model,mae_mean,mae_std,r2_mean
combined,diastolic_BP,ridge,7.72211107202902,0.5751556997092286,0.15088664796217355
combined,diastolic_BP,rf,7.80582420117864,0.6877752609419522,0.1515878075621668
combined,diastolic_BP,catboost,7.917405344701848,0.6525844545076576,0.12373537178731871
combined,diastolic_BP,lgbm,8.739561074723426,0.551302485619173,-0.04503385675377873
combined,systolic_BP,catboost,11.918291659265169,0.741772188574846,0.15546473628664215
combined,systolic_BP,ridge,11.935212194725548,0.8448539201051665,0.16804182540098808
combined,systolic_BP,rf,12.114142843686924,0.9418193069438845,0.15662795003701854
combined,systolic_BP,lgbm,13.50782485647567,0.672455956430531,-0.029226732850836747
